Course Code,Course Title,Course Description,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
  ENG388H5 , Spaces of Fiction,"Real or imagined geographical locations, landscapes, rooms and houses play an important role in literature. In addition to providing a narrative setting, fictional space might guide our interpretation of plot, serve as a metaphor for broader historical, sociological or psychological issues, or become a character in its own right. Ranging across a variety of literary periods and genres, this course will explore how works of fiction describe space and how these descriptions shape our responses. Authors and texts may range from the early English period to the present day, including Beowulf, Geoffrey Chaucer, William Shakespeare, Margaret Cavendish, Jane Austen, Edgar Alan Poe, Nathaniel Hawthorne, Henry James, Virginia Woolf, Daphne du Maurier, Shirley Jackson, Gloria Naylor, Toni Morrison, Arundhati Roy, Amitav Ghosh, V.S. Naipaul, and so on.",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
  ENG390Y5 , Individual Studies,"A scholarly project chosen by the student and supervised by a faculty member. The form of the project and the manner of its execution will be determined in consultation with the supervisor. All project proposals must be submitted to the Undergraduate Advisor, who can provide proposal forms.",1.0,Humanities,None,1.0 credits in English and 3.0 additional credits.,ENG490Y5
  ENG391Y5 , Individual Studies (Creative),A project in creative writing chosen by the student and supervised by a faculty member. The form of the project and the manner of its execution will be determined in consultation with the supervisor. All project proposals must be submitted to the Undergraduate Advisor who can provide proposal forms.,1.0,Humanities,None,1.0 credits in English and 3.0 other credits.,None
  ENG392H5 , Canadian Fiction,"Students will read novels and/or short stories of importance for Canadian literary history: these may include, for example, L.M. Montgomery's Anne of Green Gables, Hugh MacLennan's Two Solitudes, Lawrence Hill's Book of Negroes, and Alice Munro's Hateship, Friendship, Courtship, Loveship, Marriage. ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG353Y
  ENG393H5 , Canadian Poetry in Context,"This course gives students a chance to think about the social, historical, and personal circumstances that have produced the work of some major Canadian authors, from the poets of Canadian Confederation to contemporary Black and Indigenous writers such as M. NourbeSe Philip and Rita Joe. ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG354Y5
  ENG394H5 , American Literature from the Revolution to 1900,"Students will read a selection of American writings from the late eighteenth and nineteenth centuries; these may include the stories of Edgar Allan Poe, the poetry of Walt Whitman and Emily Dickinson, Harriet Beecher Stowe's novels, and slave narratives such as those of Frederick Douglass and Harriet Jacobs. ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG363Y5
  ENG395H5 , American Literature 1900 to the Present,"Students will read a selection of works by American authors as diverse as Edith Wharton, Ernest Hemingway, T.S. Eliot, Sylvia Plath, Harper Lee, Thomas Pynchon, and Jhumpa Lahiri. ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,ENG364Y5
  ENG396H5 , Literary Theory Now,"This course will explore some of the most recent, provocative, and significant developments in literary theory, including work in such areas as eco-criticism, literary activism, critical race studies, Indigenous studies, queer and trans studies, and cognitive literary studies. ",0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
  ENG397H5 , Individual Studies,A scholarly project chosen by the student and supervised by a faculty member. The form of the project and the manner of its execution will be determined in consultation with the supervisor. All project proposals must be submitted to the Undergraduate Advisor by May 15 who can provide the proposal form.,0.5,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
  ENG398H5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for upper-level students to work on the research project of a professor. Students enrolled have an opportunity to become involved in original research, learn research methods, and share in the excitement and discovery of creating new knowledge. Professors' project descriptions for the following fall-winter session are posted on the ROP website in mid-February and students are invited to apply at that time. See Experiential and International Opportunities for more details.",0.5,Humanities,None,1.0 credits in English and 3.0 additional credits.,None
  ENG399Y5 , Research Opportunity Program,"For senior undergraduate students who have developed some knowledge of a discipline and its research methods, this course offers an opportunity to work on the research project of a professor. Students enrolled will become involved in original research, develop their research skills, and share in the excitement and discovery of creating new knowledge. Professors' project descriptions for the following fall-winter session are posted on the ROP website in mid-February and students are invited to apply at that time. See Experiential and International Opportunities for more details.",1.0,Humanities,None,1.0 credit in ENG and 3.0 additional credits.,None
  ENG400H5 , Capstone Seminar: Writing a Research Project ,"This course offers specialists and advanced majors an opportunity to do sustained and intensive research on a topic developed in consultation with the instructor. Course instruction will consist of training in various research methodologies, advice and help in putting together reading and research lists, and guided workshops where students can practice drafting, editing, and peer editing as well as comparing notes and research materials.",0.5,Humanities,None,Completion of 14.5 credits.,None
  ENG414H5 , Seminar:  Literary Theory / Methods,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG415H5 , Seminar: Literary Theory / Methods,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG416H5 , Seminar:  Literary Theory / Methods,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG424H5 , Seminar:  Canadian Literature,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG425H5 , Seminar: Canadian Literature,See department for description.,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG426H5 ," Seminar: Race, Ethnicity, Diasporas, Indigeneity",See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG434H5 ," Seminar: Race, Ethnicity, Diasporas, Indigeneity",See department for description.,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG435H5 , Seminar:  American Literature,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG436H5 , Seminar:  American Literature,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG460H5 , Seminar: Literature Pre-1700,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG461H5 , Seminar:  Literature Pre-1700,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG462H5 , Seminar: Literature Pre-1700,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG463H5 , Seminar: Literature 1700-1900,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG470H5 , Seminar: Literature 1700-1900,See department for description.,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG471H5 , Seminar: Literature 1700-1900,See department for description.,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG472H5 , Seminar: Modern and Contemporary Literature,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG473H5 , Seminar: Modern and Contemporary Literature,See department for description. ,0.5,Humanities,None,5.0 credits in ENG and 4.0 additional credits,None
  ENG489Y5 , Creative Writing Workshop,The course allows students to workshop their own creative project/s with the instructor and their peers. Restricted to students who in the opinion of the Department show special aptitude. Detail requirements will be posted in advance of this date. Students should contact the instructor or the Undergraduate Advisor for more information. ,1.0,Humanities,None,Permission of instructor and portfolio must be submitted by 30 June and contact Undergraduate Advisor for more information.,ENG389Y5
  ENV100Y5 , The Environment,"This introductory environmental science course examines large-scale features of Earth, natural hazards, Earth's climate and weather systems, energy and mineral resources, human population growth, extinction and biodiversity, environmental toxins, vanishing soils and expanding deserts, forests, urban environmental management, and food resources. Interdisciplinary interaction among Science, Social Science, and Humanities is a major theme.",1.0,Science,None,None,None
  ENV201H5 , Environmental Management,"(Formerly GGR234H5) Environmental management builds on topics discussed in ENV100 and GGR111/112, by focusing on conceptual frameworks and specific tools that can be used to formulate environmental management goals and support decision-making. Case studies will be used throughout to highlight different approaches, focusing primarily on Canadian examples. Topics include ecosystem and adaptive management, environment impact assessments, and the role of stakeholders. ",0.5,Social Science,None,GGR111H5 and GGR112H5 (formerly GGR117Y5) or ENV100Y5,None
  ENV210H5 , Sustainability,"The United Nations Commission on Environment and Development popularized the term sustainable development in its 1987 report, Our Common Future. How far have we come since then, as a global community, in implementing sustainability as a model for development? In this course we will examine the history, measurement, and present-day models and applications of sustainability and sustainable development in both the public and private spheres. Sustainability is an integrative concept that addresses social, cultural, political, and economic factors within the constraints of the biophysical environment.",0.5,Social Science,None,9 credits including ENV100Y5 and ENV201H5,ENV310H5
  ENV299Y5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for students in their second year to work on a research project with a professor in return for 299Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Based on the nature of the project, projects may satisfy the Sciences or Social Sciences distribution requirement. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,None,None,None,None
  ENV305H5 , Sustainable Tourism,"Tourism has long been an important industry around the world, but increasingly questions are being raised regarding the social and environmental sustainability of tourism. This course will look at the impacts (both negative and positive) that tourism has on the natural environment, society, and local economies. It will explore how tourism relates to mobility, globalization, recreation and outdoor activity, planning, the environment, cultural identities, protected areas, and wildlife conservation. This course begins with an introduction to tourism more generally and then focuses in on critical perspectives and the development of eco-tourism, cultural tourism, and volunteer tourism. As part of this course, students may have the option of participating in an international learning experience that will have an additional cost and application process.",0.5,Social Science,ENV100Y5 and ENV201H5,None,GGR356H1 and ENV205H5
  ENV311H5 , Environmental Issues in the Developing World,"The Earth is one, but the world is not. We all depend on one biosphere for sustaining our lives. Yet each community, each country, strives for survival and prosperity with little regard for its impact on others. These are the opening words from the report of the UN World Commission on Environment and Development, which first popularized the concept of sustainable development. In this course we examine 'environment' and 'development' and 'human well-being' as inseparable challenges. We consider global, regional, and local environmental problems from the perspectives of developing nations, and investigate the economic, social, and political roots of these problems.",0.5,Social Science,None,Any 9.0 credits,ENV345H5
  ENV320H5 , Managing Our Waste,"Garbage archaeologist William Rathje once said, ""Garbage isn't generic junk. It's elements of our behavior all thrown together."" The history of human civilization is reflected in what societies have thrown away over the ages. But in recent decades both the quantity and types of waste generated by human activities have changed radically. In this course we will address the philosophical, social, and management challenges associated with waste in Canadian and international contexts, as well as examining some of the technological and scientific aspects of specific waste management problems.",0.5,Social Science,None,9.0 credits including ENV100Y5 or (GGR111H5 and GGR112H5),None
  ENV330H5 , Experimental Design in Environmental Science,"This hands-on course introduces students to field methods and integrative problem solving in environmental sciences. Topics will include sampling methods and protocols employed in terrestrial, aquatic and atmospheric assessment and monitoring, as well as experimental design, data analysis and presentation. Practical sessions will involve outdoor field experiences on campus and neighboring areas.",0.5,Science,None,"9.0 credits, including the completion of a 100-level quantitative and basic scientific credit, and completion of a 200/300-levek quantitative methods course and enrolment in an Environmental Science program.",None
  ENV332H5 , Practicum in Environmental Project Management,"Solutions to environmental issues depend on interdisciplinary teamwork.  This course mimics the practical, multidisciplinary, collaborative work  that is highly valued in the environment sector.  Students work in teams on semester-long projects addressing a specific environmental issue on campus or in the local community (e.g., conducting a waste audit; developing an educational module for a local NGO, etc.).  Specific skills that are developed include; project management and workflow, data collection, report writing and formal presentations.   This course is strongly recommended for Specialist and Major students in any of the Environment Programs.",0.5,"Social Science, Science",None,"9.0 credits and completion of a Research Methods course (e.g., GGR277H5).",ENV232H5
  ENV393H5 , Environmental Assessment,"The course focuses on the methodologies for measuring and predicting the impact of development on the bio-physical and socio-economic environments. Topics include environmental assessment, law and institutions, environmental mediation; Phase I, II, III environmental site assessment; monitoring; mitigation; evaluation; and risk assessment. The types of impact assessment (IA) methods examined vary from year to year (e.g. economic IA, ecological IA, social IA). ",0.5,Social Science,None,ENV100Y5,None
  ENV399Y5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for students in their second year to work on a research project with a professor in return for 299Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Based on the nature of the project, projects may satisfy the Sciences or Social Sciences distribution requirement. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,None,None,None,None
  ENV425H5 , Managing Urban Ecosystems,"This course examines the ways people interact with and manage urban ecosystems. Socio-ecological systems, green infrastructure, environmental justice, ecosystems services, climate change mitigation and adaptation, and sustainability will be discussed in the context of urban ecosystems. Throughout the course, issues associated with bridging the gaps between the social and natural sciences, unique characteristics of urban ecosystems, and the role of individual decision-makers will be considered. ",0.5,Social Science,None,14 credits,None
  ENV430H5 , Environmental Law and Policy,This course introduces students to the challenges and opportunities of environmental law and policy. Students will learn how legal systems can address increasingly complex environmental challenges. This course will include an in-depth look at the toolbox of legal and policy instruments that decision makers have at their disposal to tackle major environmental problems. The focus is primarily Canada though international examples will also be touched upon. Case studies and examples will be used to connect theoretical and legal principals to real world situations. ,0.5,Social Science,(JPE251H5 and JPE252H5) or ENV250Y5,14 credits including (GGR111H5 and GGR112H5) or ENV100Y5 or permission of instructor,None
  ENV435H5 , Governing the Commons: Communities and Conservation,"Common-pool resources (CPRs) include pastures, forests, watersheds, ocean fisheries, traffic, the Internet, and the Earth’s climate. CPRs present a variety of social dilemmas because it is difficult to exclude and prevent resources users from accessing, using, and polluting a resource. Individual self-interest may put CPRs at risk of overuse, overconsumption, and exploitation to result in a “tragedy of the commons” scenario. However resource users across the world, have devised rules and strategies to avoid such tragedies to sustain CPRs over centuries. In this course, through playing games in the classroom, we will learn whether and how theories of collective action, cooperation, and institutions provide insight into achieving conservation of CPRs that delivers on the twin goals of social and environmental justice.",0.5,Social Science,None,14.0 credits including GGR111H5 and GGR112 or ENV100Y5 or permission of instructor,None
  ENV490H5 , Special Topics in Environmental Studies,"These courses highlight various topics of special interest in environmental studies. The specific focus and format of the course will vary, depending on the chosen topic. The course will not be offered every year. Please check with the Academic Counsellor, Sabrina Ferrari (905-828-5465), for further information. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable",0.5,Science,None,14.0 credits including ENV100Y5,None
  ENV491H5 , Special Topics in Environmental Studies,"These courses highlight various topics of special interest in environmental studies. The specific focus and format of the courses will vary, depending on the chosen topic. The courses will not be offered every year. Please check with the Academic Counsellor, Sabrina Ferrari (905-828-5465), for further information. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable.",0.5,Social Science,None,14.0 credits including ENV100Y5 and permission of instructor,None
  ENV495H5 , Restoration Ecology I,"Restoration ecology is an emerging cross-disciplinary field of study that concerns human activities undertaken to promote the recovery, health, integrity and sustainability of degraded ecosystems. This course introduces the fundamental concepts of ecological restoration, addressing topics such as assessing ecosystem health, resilience, resistance and stability; community structure and biodiversity; invasive species; ecosystem processes and functions; societal aspects of ecological restoration (e.g., the relationship between social, economic and environmental sustainability).",0.5,Science,None,14 credits including ENV100Y5 or BIO205H5,None
  ENV496H5 , Restoration Ecology II,"The follow-up course to Restoration Ecology I, ENV496H5 will build on its theoretical foundations to focus on student involvement in a variety of restoration projects planned or underway by Credit Valley Conservation and other groups in Mississauga and the greater Credit Valley watershed. The emphasis here is on planning and implementation of restoration projects; good scientific design; understanding policies and procedures; identifying and working with stakeholders, etc. Occasional field exercises may be scheduled during regular class meeting times.",0.5,Science,None,14.0 credits including ENV495H5,None
  ENV497H5 , Environmental Research Project,"This independent project course is designed to give students experience in the definition and execution of a one-term research study on an environmental topic, under the guidance of a member of the faculty. Students who wish to pursue this option with a specific faculty member or who have an idea for a research project should approach the faculty member early - before the start of the academic term - to negotiate the terms of the project.",0.5,"Social Science, Science",None,14.0 credits towards an Environmental Specialist or Major program and permission of instructor,None
  ERS101H5 , Planet Earth,"We discuss the age and origin of the Earth, the nature of its deep interior, the origin of mountains, oceans, earthquakes and volcanoes, and show how these features are related in a unifying theory known as Plate Tectonics, that explains how the evolution of the Earth's surface is driven by internal processes. Practicals will include laboratory exercises devoted to the understanding and recognition of minerals, rocks and geological structures. ",0.5,Science,Review of Grade 9/10 Physical Science.,None,ESS102H1 or ESS105H1 or EESA07H3 or EESB15H3 or ERS120H5
  ERS111H5 ," Earth, Climate & Life","Life as we know it is completely dependent on our planet. The Earth is an integrated system, where the ocean, atmosphere, life and planet interact with and affect one another. The evolution of the smallest organisms has drastically changed Earth’s climate, and small changes in Earth’s climate have a profound effect on the distribution of life. Understanding how organisms feed, breath, grow, and reproduce are integral to mitigating large-scale climate changes and organic cycles, and how this will affect the Earth as a system. Processes such as plate tectonics produces an ever changing surface, and has been a major control on how and when life evolved and flourished. After introducing how the Earth works, topics discussed will include how life on Earth has evolved, how large-scale geological processes affect climate and life and how ecosystems have changed in response to weather and climate change. We will also discuss the effect that our species has had on this planet; from the sudden shifts in stability of Earth’s systems, to feedback cycles, to use of resources and sustainability.",0.5,Science,None,None,ERS103H5 or ESS103H1 or ESS102H1 or EESA05H3 or EESA06H3 or EESB15H3
  ERS201H5 , Earth Materials,"To truly understand the Earth, and the rocks that form it, we must study their basic building blocks – minerals. Minerals are all around us; in rocks and sediments, in soils, in our bones and teeth, and in building materials. This course will examine the complex nature of minerals and crystals from a geological, physical and chemical perspective and will introduce the petrology of volcanic rocks, intrusive plutonic rocks, metamorphic rocks formed in the depths of mountain ranges and sedimentary rocks deposited through time. The course will train students in the use of optical mineralogy (rock slices under a microscope); a key analytical method in petrology and by doing so aims to provide students with detailed knowledge and skills inherent to all geologists, and to give a unique perspective of the Earth from the study of the small scale minerals and rocks.",0.5,Science,None,ERS101H5 or ERS111H5 or ERS103H5 or ERS120H5 or ENV100Y5,ESS321H1 or ESS221H1 or EESC35H3
  ERS202H5 , Dynamic Earth,"An introduction to geological time and the dynamic evolution of the surface of the Earth. Lectures discuss the processes involved in the deformation of Earth's crust including mechanical principals, stress, and strain. Particular focus on the structure of rocks. Practical exercises focus on the geometry of rock units and determining the geological history of an area from information presented in geological maps, cross sections, and stereographic projections.",0.5,Science,None,ERS201H5 or permission of instructor,ESS241H1
  ERS203H5 , Magmatic Systems and Igneous Petrology,"To truly understand the Earth, and the rocks that form it, we must study their basic building blocks – minerals. Minerals are all around us; in rocks and sediments, in soils, in our bones and teeth, and in building materials. This course will examine the complex nature of minerals and crystals from a geological, physical and chemical perspective and will introduce the petrology of volcanic rocks, intrusive plutonic rocks, metamorphic rocks formed in the depths of mountain ranges and sedimentary rocks deposited through time. The course will train students in observations and interpretations of minerals in hand samples and in the use of optical mineralogy (rock slices under a microscope). These are key analytical methods in petrology and by doing so aims to provide students with detailed knowledge and skills inherent to all geologists, and to give a unique perspective of the Earth from the study of the small scale minerals and rocks.",0.5,Science,None,ERS201H5,ESS322H1 and ERS222H1
  ERS211H5 , Sedimentology and Stratigraphy,"Sedimentology and stratigraphy concerns the origin, formation, accumulation, alteration, and preservation of sediments in the geological record. This course will focus on the reconstruction, correlation, and interpretation of ancient carbonate and siliciclastic paleoenvironments and facies based on the analysis of sedimentary structures, depositional environments, stratigraphic successions, and fossils. The interplay between biological and geological factors responsible for sedimentary deposits will form the core of the course, including the physical transport and biological accumulation of sediments, the effects of climate-driven sea-level change on sediment deposition, the importance of resource management and sustainability. This course will include a laboratory component with hand samples, thin sections, and physical models, in addition to a field trip, allowing for first-hand experience with describing and interpreting sedimentological units.",0.5,Science,None,ERS101H5 or ERS120H5 or ERS111H5 or ERS103H5 or ENV100H5,ESS331H1 or ESS332H1 or ERS313H5
  ERS225H5 , Field Methods,"Fieldwork is at the heart of being a geologist. Skills gained during fieldwork are key as part of a Geologist’s toolbox, and are highly regarded in a career. This course introduces fieldwork to students during a week-long fieldtrip in late August looking at outcrops of igneous, metamorphic and sedimentary rocks around Ontario. Skills taught will include basic geological observation, description and interpretation, the collection of field notes, geological measurements and presentation of the data. Enrolment approval into the course is by application only; Registration in ACORN is required; priority will be given to Earth Science Specialists, or Environmental Geoscience Specialists. Please see the UTM CPS Earth Science Fieldtrip page for more information. ",0.5,Science,None,ERS101H5 or ERS120H5 or ERS111H5 or ERS103H5 or ENV100H5,ERS325H5 or ERS425H5 or ESS234H1 or ESS324H1
  ERS299Y5 , Research Opportunity Program,"This courses provides a richly rewarding opportunity for students in their second year to work in the research project of a professor in return for 299Y course credit. Students enrolled have an opportunity to become involved in original research, learn research methods and share in the excitement and discovery of acquiring new knowledge. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. See Experiential and International Opportunities for more details.",1.0,Science,None,None,None
  ERS301H5 , Geochemistry,"Since the creation of the Solar System and Earth 4.5 billion years ago, Earth’s natural processes have differentiated the chemical elements, generating distinct differences in composition between the oceans and the atmosphere, and Earth’s crust, mantle and core. These differences allow Earth Scientists to understand and quantify these processes, as well as track the rocks and deposits formed out of these processes. This course will focus on the application of geochemistry to understand Earth processes, such as the generation of magma and volcanic eruptions, the formation of ore bodies and Earth surface processes. We will utilize the state-of-the-art equipment available at UTM, including Scanning Electron Microscopy and ICP-OES, to analyze rock samples to determine their origin based on their chemistry, giving students valuable skills in sample preparation and experimental practices.",0.5,Science,None,1.5 credits from (ERS201H5 or ERS202H5 or ERS203H5 or ERS211H5 or ERS225H5) or permission of instructor.,ENV233H1 or ESS311H1
  ERS302H5 , Tectonics,"This course will focus on how the plate tectonic system works, from the composition and structure of the earth, to the evolution of plate tectonics through Earth history, to modern tectonic hazards including earthquakes and volcanoes. A major portion of the course will focus on the analysis and interpretation of major structural provinces as they relate to Earth's plate boundary interactions including convergent, divergent, and transform settings.",0.5,Science,None,ERS202H5 and 1.0 credits from (ERS201H5 or ERS203H5 or ERS211H5 or ERS225H5),ESS445H1
  ERS303H5 , Geophysics,"This course will focus on important geophysical concepts and methods that are used to understand the interior of the Earth and the theory of Plate Tectonics. Major topics include gravity, isostasy, magnetism, heat flow, and seismology. Students will learn to apply basic geophysical equations to address real-life geoscience problems. They will also be introduced to common applied-geophysical techniques used for subsurface sensing, with applications to resource exploration and engineering and environmental studies.",0.5,Science,None,[(MAT132H5 and MAT134H5) or (MAT135H5 and MAT136H5) or (MAT137H5 and MAT139H5) or MAT137Y5] and [(PHY136H5 and PHY137H5) or (PHY146H5 and PHY147H5)] and ERS202H5 and 1.0 credits from (ERS201H5 or ERS203H5 or ERS211H5 or ERS225H5).,JPE395H1
  ERS304H5 , Geological Remote Sensing,"This course is an introduction to remote sensing technologies and geological applications. Students will learn about imaging of the Earth by electromagnetic waves and the state-of-the-art remote sensing systems and technologies for geological mapping and exploration. Topics may include remote sensing fundamentals and physical principles, remote sensing systems for geological applications, geological mapping and resource exploration. Students will also acquire skills in image processing, data integration, information extraction, and validation for geological applications. ",0.5,Science,None,1.5 credits from any 200 level ERS course,GGR337H1
  ERS311H5 , Sedimentology and Basin Analysis,"This course will focus on principles of correlation, facies concepts, dynamic processes, and their geologic records in modern and ancient sedimentary environments, with focus on basins. Factors that influence sedimentary formation and evolution will be investigated, including sea level and sediment supply. Emphasis will be placed on sequence stratigraphic approaches to the evaluation of sedimentary systems. Sustainable management of oil, water, and gas resources within sedimentary basins will be covered.",0.5,Science,None,ERS211H5 and 1.0 credits from (ERS201H5 or ERS202H5 or ERS203H5 or ERS225H5),ESS331H1
  ERS312H5 , Oceanography,"The world’s oceans cover approximately 70% of the Earth Surface and Canada has extensive coastlines along three major ocean basins. This course will provide an understanding of chemical, biological, physical and geologic aspects of the oceans. Emphasis will be placed on the geological and geophysical processes that form and shape the ocean basins and continental margins. In addition, this course will offer an insight into the paleoceanographic evolution of our planet and present day environmental threats such as pollution, habitat destruction, acidification and ocean warming. Even though this course does not include specific lab or tutorial sessions, three relevant exercises will be included. ",0.5,Science,None,ERS201H5 or ERS202H5 or ERS203H5 or ERS211H5 or GGR214H5 or GGR217H5 or GGR227H5,None
  ERS315H5 , Environmental Geology,"This course will focus on Earth processes as they relate to human activities. Topics include sustainability global climate change on short and long timescales; groundwater flow and contamination/human engineering of Earth processes; geological aspects of pollution and waste disposal; and environmental impact of extracting/using minerals, energy, soil, and other Earth resources. A field trip will give students a first-hand experience in aspects of human/planet interaction. ",0.5,Science,None,Two of: ERS201H5 or ERS202H5 or ERS203H5 or ERS211H5,ESS205H1 or JEE337H1 or EESA05H3
  ERS325H5 , Field Camp I,"This course, held on the north shore of Lake Huron in the summer, covers geological mapping skills, stratigraphic section measurements, and the recognition of rock types, fossils and geological structures in an authentic field-based learning environment in order to interpret ancient geological environments (approx. 12 days of field instruction). Students in this course receive an instructor lead introduction to the regional geology at whitefish falls, Ontario, before engaging in individual or small group projects in which geologic maps of a defined region will be assembled over 5-6 days of student-led field work. Students will complete an oral field examinations at the end of the field days. Students must pay a course fee, which includes transportation and accommodation at the camp, but does not include the cost of food nor does it cover any course fees charged by the Office of the Registrar.",0.5,Science,None,ERS202H5 and ERS203H5,"ESS330H1 (formerly GLG340H1) or ESSC16H3, D07H3"
  ERS381H5 , Special Topics in Earth Sciences,"A survey of current thinking in Earth science. Topics may include obtaining data in the field or lab and analyzing it, an interdisciplinary research project, and supervised readings. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable.",0.5,Science,None,Enrolment in ERS Major or ERS Specialist or Environmental Geosciences Specialist or Geology Specialist Program and 1.0 ERS or ESS 300-level credits,ESS381H1
  ERS399Y5 , Research Opportunity Program,"This course provides a richly rewarding opportunity for third or higher year students to work on the research project of a professor in earth sciences in return for 399Y course credit. Students enrolled have an opportunity to become involved in original research, enhance their research skills and share in the excitement and discovery of acquiring new knowledge. Participating faculty members post their project description for the following summer and fall/winter session on the ROP website in mid-February and students are invited to apply at that time. See Experiential and International Opportunities for more details.",1.0,Science,None,None,None
  ERS401H5 , Earth Resources,The formation and global distribution of precious and industrial mineral deposits are introduced. Exploration methods and mining practices are discussed in terms of environmental effects and issues. Basic aspects of the economics and strategic importance of mineral reserves are also covered. Weekly field trips are included. ,0.5,Science,None,ERS201H5 and ERS202H5 and ERS203H5,ERS419H5
  ERS402H5 , Advanced Structural Geology,"This course will cover stress, strain and rheology, the analysis and interpretation of structural features in complexly folded and faulted strata and in plutonic and metamorphic rocks, and basic rock mechanics. Methods include strain analysis, stereographic projection, construction of balanced cross-sections, and geomorphometry.",0.5,Science,None,ERS202H5 and 1.0 credits from (ERS201H5 or ERS203H5 or ERS211H5 or ERS225H5),ESS441H1
  ERS403H5 , Earthquake Seismology,"Why do earthquakes occur and how do they cause damage? What is a seismogram and what can it tell us about earthquakes and the Earth’s structure? Earthquakes tend to strike suddenly and without warning. Because of their destructive power, tremendous efforts and monetary resources are dedicated to advancing earthquake science and designing effective hazard mitigation controls. This course will provide an overview of the physics of earthquakes and seismic wave propagation, and current seismic hazard mitigation plans and policies. Concepts covered in this course include stress and strain relations, elastic wave equation, body and surface waves, seismic instrumentation and data, global earth structure, earthquake location, seismic source theory, earthquake mechanics, ground motion, the seismic cycle and earthquake recurrence models, seismic hazard analysis, and human-induced earthquakes.",0.5,Science,None,[(MAT132H5 and MAT134H5) or (MAT135H5 and MAT136H5) or (MAT137H5 and MAT139H5) or (MAT134Y5 or MAT135Y5 or MAT137Y5)] and [(PHY136H5 and PHY137H5) or (PHY146H5 and PHY147H5)] and 1.0 credit from ERS201H5 or ERS202H5 or ERS203H5,JPE493H1 or PHY493H1
  ERS404H5 , Volcanology and Geothermal Systems,"Volcanic eruptions are one of the most dangerous and volatile geological hazard. In the 20th Century, almost 100,000 people are believed to have been killed in volcanic eruptions, with another 4.7 million directly affected by them, but, at the end of the 20thcentury, over 500 million people lived within the hazard zone of a volcano worldwide; cities such as Tokyo, Mexico City, Naples and Seattle are besieged by the threat of nearby volcanoes. Volcanoes also provide fertile soils, near-unlimited geothermal power generation potential and are an intricate part of the Earth system. This course aims to study the mechanism through which volcanoes form, erupt and evolve, their impact on our society and the benefits they provide in the form of geothermal energy. his will be accomplished through discussion, lab and scenario based learning exercises that will take place over one weekend (approx. 16 hours).",0.5,Science,None,ERS203H5 and 1.0 credits from any other ERS200/300 level courses.,None
