Course Code,Course Title,Credit,Distribution,Recommended Prep,Pre Requisites,Exclusion
 RLG331H5 , Religion on Screen ,0.5,Humanities,RLG211H5 or  RLG332H5,None,None
 RLG332H5 , Reel Religion ,0.5,Humanities,None,None,RLG232H1
 RLG333H5 , Biblical Themes in Modern Literature ,0.5,Humanities,None,None,None
 RLG337H5 , Christmas: A History ,0.5,Humanities,RLG203H5,None,None
 RLG340H5 , Topics in Christianity ,0.5,Humanities,RLG203H5,None,None
 RLG346H5 , Early Modern Christianity ,0.5,Humanities,RLG203H5,None,HIS340H5
 RLG347H5 , Zoroastrian Religious Writings ,0.5,Humanities,RLG208H5,None,RLG381H5
 RLG348H5 , Zoroastrian Customs and Ceremonies ,0.5,Humanities,RLG208H5,None,None
 RLG349H5 , Medieval Christianity ,0.5,Humanities,RLG203H5,None,None
 RLG350H5 , Topics in Islam ,0.5,Humanities,RLG204H5,None,None
 RLG351H5 , Major Themes in the Study of the Quran ,0.5,Humanities,None,None,None
 RLG352H5 , Jews and Muslims: The Medieval Encounter ,0.5,Humanities,RLG202H5 or  RLG204H5,None,None
 RLG356H5 , Persia and Beyond: Christianity in Asia to 1300 ,0.5,Humanities,None,None,None
 RLG357H5 , Contemporary Global Christianity ,0.5,Humanities,RLG203H5,None,None
 RLG358H5 , Christianity in Late Antiquity: From Persecuted Sect to Imperial Religion ,0.5,Humanities,RLG203H5,None,None
 RLG359H5 , The Orthodox Church of the Byzantine Empire ,0.5,Humanities,None,None,None
 RLG360H5 , Topics in South Asian Religions ,0.5,Humanities,RLG101H5 or  RLG205H5  or  RLG210H5,None,None
 RLG361H5 , Encounters Between Indo-Islamic and Hindu Cultures ,0.5,Humanities,RLG204H5 or  RLG205H5 or  RLG210H5,None,None
 RLG362H5 , Hindu and Muslim Worlds in Modern South Asia ,0.5,Humanities,RLG204H5 or  RLG205H5 or  RLG210H5,None,None
 RLG365H5 , Mediating Hinduism ,0.5,Humanities,RLG205H5 or  RLG211H5,None,None
 RLG366H5 , Icon and Iconoclasm in South Asia ,0.5,Humanities,RLG205H5 or  RLG206H5 or  RLG207H5 or  RLG210H5,None,None
 RLG370H5 , Topics in Buddhism ,0.5,Humanities,RLG206H5,None,None
 RLG371H5 , Buddhist Thought ,0.5,Humanities,RLG206H5,None,RLG371H1
 RLG373H5 , Buddhist Practices and Institutions ,0.5,Humanities,RLG206H5,None,None
 RLG374H5 , Buddhist Literatures ,0.5,Humanities,RLG206H5,None,None
 RLG378H5 , Museums and Material Religion ,0.5,Humanities,RLG101H5,None,RLG307H1
 RLG380H5 , Topics in Comparative Religions ,0.5,Humanities,1.0 credit from ( RLG202H5 or  RLG203H5 or  RLG204H5 or  RLG205H5 or  RLG206H5 or  RLG208H5),None,None
 RLG381H5 , Topics in Zoroastrianism ,0.5,Humanities,None,None,None
 RLG382H5 , The Divine Comedy: A Spiritual Journey ,0.5,Humanities,RLG325H5,None,None
 RLG388H5 , Special Topics ,0.5,Humanities,None,None,None
 RLG399Y5 , Research Opportunity Program ,1.0,Humanities,None,Completion of a minimum of 8.0 to 10.0 credits. (Amended),None
 RLG401H5 ," Advanced Topics in Religion and the Literary, Visual, and Performing Arts ",0.5,Humanities,None,RLG101H5 and 1.5 RLG credits,None
 RLG411H5 ," Advanced Topics in Religion, Media, and Culture ",0.5,Humanities,None,2.0 RLG credits,None
 RLG412H5 , Theorizing Religion ,0.5,Humanities,None,RLG101H5 and 1.5 RLG credits.,None
 RLG415H5 , Advanced Topics in the Study of Religion ,0.5,Humanities,None,2.0 RLG credits,None
 RLG420H5 , Women and Gender in Early and Medieval Christianity ,0.5,Humanities,None,RLG203H5 and 1.5 RLG credits,None
 RLG421H5 , South Asian Epics ,0.5,Humanities,None,( RLG205H5 or  RLG210H5) and 1.5 RLG credits,None
 RLG422H5 , Religion and the Senses in South Asia ,0.5,Humanities,RLG206H5 and  RLG303H5,( RLG204H5 or  RLG205H5 or  RLG207H5 or  RLG210H5) and 1.5 RLG credits,None
 RLG423H5 , Ritual and Material Practice in South Asian Islam ,0.5,Humanities,RLG204H5,RLG205H5 or  RLG303H5 and 1.5 RLG credits,None
 RLG430H5 , Advanced Topics in Judaism ,0.5,Humanities,None,( RLG202H5 or  RLG330H5) and 1.5 RLG credits.,None
 RLG435H5 , The Dead Sea Scrolls ,0.5,Humanities,None,( RLG202H5 or  RLG203H5) and 1.5 RLG credits,None
 RLG440H5 , Advanced Topics in Christianity ,0.5,Humanities,None,( RLG203H5 or  RLG340H5) and 1.5 RLG credits,None
 RLG445H5 , Making Martyrs: From Socrates to the Suicide Bomber ,0.5,Humanities,None,2.0 RLG credits,None
 RLG448H5 , Approaches to the Academic Study of Islam ,0.5,Humanities,None,RLG204H5 or  RLG303H5 and 1.5 RLG credits,None
 RLG449H5 , Islamic Sexualities ,0.5,Humanities,None,RLG204H5 and 1.5 RLG credits,None
 RLG450H5 , Advanced Topics in Islam ,0.5,Humanities,None,( RLG204H5 or  RLG350H5) and 1.5 RLG credits,None
 RLG451Y5 , Islamic Literatures ,1.0,Humanities,RLG204H5,2.0 RLG credits,None
 RLG452H5 , Anthropology of Islam ,0.5,Humanities,RLG306H5 or  WGS301H5,RLG204H5 or  RLG350H5 and 1.5 RLG credits.,None
 RLG453H5 , Researching Islam: Entering the World of Scholarly Investigation ,0.5,Humanities,RLG204H5,2.0 RLG credits,None
 RLG460H5 , Advanced Topics in South Asian Religions ,0.5,Humanities,None,( RLG205H5 or  RLG210H5 or  RLG360H5) and 1.5 RLG credits,None
 RLG461H5 , Religion and Aesthetics in South Asia ,0.5,Humanities,None,( RLG205H5 or  RLG210H5) and 1.5 RLG credits,None
 RLG462H5 , Sex and Gender in South Asian Religions ,0.5,Humanities,None,( RLG101H5 or  RLG205H5 or  RLG210H5) and 1.5 RLG credits,None
 RLG463H5 , Genealogies of South Asian Religions ,0.5,Humanities,RLG101H5,( RLG204H5 or  RLG205H5 or  RLG206H5 or  RLG210H5) and 1.5 RLG credits,None
 RLG464H5 ," Saints, Royalty, and the State in South Asian Religions ",0.5,Humanities,RLG206H5 or  RLG207H5 or  RLG303H5,( RLG205H5 or  RLG210H5) and 1.5 RLG credits.,None
 RLG465H5 , Sex and Renunciation in Sanskrit Poetry ,0.5,Humanities,None,( RLG205H5 or  RLG210H5) and 1.5 RLG credits,None
 RLG466H5 , The Sasanian Empire: Religions at the Crossroads in Ancient Iran ,0.5,Humanities,None,( RLG202H5 or  RLG203H5 or  RLG208H5) and 1.5 RLG credits,None
 RLG470H5 , Advanced Topics in Buddhism ,0.5,Humanities,None,( RLG206H5 or  RLG370H5) and 1.5 RLG credits,None
 RLG497Y5 , Independent Reading ,1.0,Humanities,None,2.0 RLG credtis,None
 RLG499H5 , Independent Reading ,0.5,Humanities,None,2.0 RLG credits,None
 RLG499Y5 , Research Opportunity Program ,1.0,Humanities,None,Completion of a minimum of 8.0 to 10.0 credits. (Amended),None
 SAH200H5 , Being Human in South Asia ,0.5,Humanities,None,None,None
 SAN291Y5 , Introductory Sanskrit ,1.0,Humanities,None,None,SAN390H5 or  SAN391H5 or  RLG260Y1 or  RLG260H1 or  RLG263H1
 SAN392Y5 , Intermediate Sanskrit ,1.0,Humanities,None,( SAN291Y5 or  RLG260Y1) and  RLG260H1 and  RLG263H1.,( SAN390H5 and  SAN391H5) or ( RLG359H1 and  RLG360H1)
 SOC100H5 , Introduction to Sociology ,0.5,Social Science,None,None,SOC100H1 or  SOC101Y1 or  SOC102H1 or  SOC103H1 or  SOCA01H3 or  SOCA02H3 or  SOCA03Y3
 SOC109H5 ," Introduction to Criminology, Law & Society ",0.5,Social Science,None,None,SOC209H5
 SOC202H5 , Cultural Sociology ,0.5,Social Science,None,SOC100H5,SOC280H1 or  SOCB58H3
 SOC205H5 , Theories in Criminology ,0.5,Social Science,None,SOC100H5 and ( SOC109H5 or  SOC209H5),None
 SOC206H5 , Introduction to the Sociology of Genocide ,0.5,Social Science,None,SOC100H5,None
 SOC208H5 , Crime and Organizations ,0.5,Social Science,None,SOC100H5 and ( SOC109H5 or  SOC209H5),None
 SOC210H5 , Canadian Criminal Justice ,0.5,Social Science,None,SOC100H5 and  SOC109H5,CRI205H1 or  CRI210H1 or  SOC209H5
 SOC211H5 , Law and Social Control ,0.5,Social Science,None,SOC100H5 and ( SOC109H5 or  SOC209H5),SOC212H1 or  SOCB50H3 or  SOCB51H3
 SOC216H5 , Sociology of Law ,0.5,Social Science,None,SOC100H5 and ( SOC109H5 or  SOC209H5),CRI215H1
 SOC219H5 , Gender and Crime ,0.5,Social Science,None,SOC100H5 and ( SOC109H5 or  SOC209H5),"CRI380H1 or  SOC365H5 Special Topics in Criminology: Gender, Violence and Offending (Fall 2019 and Winter 2020)"
 SOC221H5 , The Logic of Social Inquiry ,0.5,Social Science,None,SOC100H5,SOC200H1 or  SOCB05H3 or  SOC150H1 or  SOC204H1
 SOC222H5 , Measuring the Social World ,0.5,Social Science,None,SOC100H5,SOC202H1
 SOC224H5 , Sociology of Education ,0.5,Social Science,None,SOC100H5,SOCB26H3
 SOC227H5 , Sociology of Work and Occupations ,0.5,Social Science,None,SOC100H5,SOC207H1 or  SOCB54H3
 SOC228H5 ,  Introduction to Indigenous Studies ,0.5,Social Science,None,0.5 SSC credit,None
 SOC230H5 , Thinking Like a Sociologist ,0.5,Social Science,None,SOC100H5,None
 SOC231H5 , Classical Sociological Theory ,0.5,Social Science,None,SOC100H5,SOC201H1
 SOC236H5 , Globalization ,0.5,Social Science,None,SOC100H5,None
 SOC239H5 , Sociology of Health and Illness ,0.5,Social Science,None,SOC100H5,SOC243H1
 SOC240H5 , Introduction to Social Policy ,0.5,Social Science,None,SOC100H5,None
 SOC244H5 , Sociology of Families ,0.5,Social Science,None,SOC100H5,SOC214H1 or  SOCB49H3
 SOC253H5 , Social History of Race and Ethnicity ,0.5,Social Science,None,SOC100H5,None
 SOC263H5 , Social Inequality ,0.5,Social Science,None,SOC100H5,SOC363H5 or  SOC220H1 or  SOCB47H3
 SOC275H5 , Sociology of Gender ,0.5,Social Science,None,SOC100H5,SOC265H1 or  SOCB22H3 or  SOCC24H3
 SOC299H5 , Research Opportunity Program ,0.5,Social Science,None,SOC100H5 and 2nd Year Standing and permission of instructor,Students may not take  SOC299H5 and  SOC299Y5 concurrently.
 SOC299Y5 , Research Opportunity Program ,1.0,Social Science,None,SOC100H5 and 2nd Year Standing and permission of instructor,Students may not take  SOC299H5 and  SOC299Y5 concurrently.
 SOC301H5 , Canadian Prisons ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC302H5 , Indigenous-Canada Relations ,0.5,Social Science,None,1.0 SSC credit,SOC345H5 (Fall 2018)
 SOC303H5 , White-collar and Corporate Crime ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC304H5 ,  Environmental Sociology ,0.5,Social Science,None,SOC100H5 and 1.0 SSC credit at the 200-level,SOC336H5S Special Topics in Sociology:Environmental Sociology (Winter 2020)
 SOC305H5 , Asian Canada and Asian Diaspora ,0.5,Social Science,200-level course on race and ethnicity,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC306H5 , Education and Social Control ,0.5,Social Science,SOC224H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC308H5 , Law and Crime in Asia and Asian Diasporas ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC309H5 , Sociology of Mass Communication ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC310H5 , Youth Justice ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,CRI370H1 or  SOC310H1
 SOC311H5 , Special Topics in Law ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC312H5 ," Law, Race and Racism ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,"SOC311H5S Special Topics in Law: Law, Race and Racism (Winter 2020)"
 SOC316H5 , Crime Prevention and Security ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC317H5 , Shopping and Society ,0.5,Social Science,SOC202H5,SOC100H5 and 1.0 SOC credit at the 200 level.,None
 SOC318H5 , Sociology of Mental Health and Mental Disorders ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC363H1
 SOC320H5 , Criminal Justice Organizations ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,"SOC300H5 Special Topics in Criminology: Criminal Justice Organizations (Fall 2016, Winter 2017)"
 SOC321H5 , Law & Rights ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC322H5 , Criminal Justice and Inequality ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC323H5 ," Law, Culture and Social Problems ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC324H5 ," Carceral Feminisms: Race, Gender and State Violence ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC447H5S (Winter 2019)
 SOC325H5 , Law and Social Theory ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC326H5 , Policing ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,CRI335H1 or  SOCC11H3
 SOC327H5 , Drugs and the Modern World ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC300H5 (Winter 2019)
 SOC328H5 , Drugs in the City ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC329H5 , Law & Social Movements ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,"SOC446H5 Advanced Topics in Criminology, Law and Society: Law and Social Movements (Winter 2020)"
 SOC330H5 , Criminology and Immigration ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,CRI383H1
 SOC331H5 , Gender and Criminal Justice ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC332H5 , Race and Ethnicity in Canada ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC333H5 , Criminal Groups and Organizations ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC334H5 , Aging and Society ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC246H1
 SOC335H5 , Political Sociology ,0.5,Social Science,SOC263H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC260H1 or  SOCC39H3 or  SOCB30H3
 SOC336H5 , Special Topics in Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC337H5 ," Special Topics in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC338H5 , Legal Developments in Criminology ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC339H5 ," The Indian Act: Canadian Law, Sovereignty and Indigenous Womxn ",0.5,Social Science,None,1.0 SSC credit,None
 SOC340H5 , Social Change ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC341H5 , Contemporary Issues in the Sociology of Work ,0.5,Social Science,SOC227H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOCC15H3
 SOC342H5 , Sociology of Scandals ,0.5,Social Science,None,SOC100H5 and 1.0 SOC credit at the 200 level,None
 SOC343H5 , Urban Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC205H1 or  SOCB44H3
 SOC344H5 , Sociological Approaches to Social Psychology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC213H1
 SOC345H5 , Special Topics in Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC346H5 ," Special Topics in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC347H5 , Sociology of Masculinities ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC345H5 Special Topics in Sociology: Sociology of  Masculinities (Winter 2017)
 SOC348H5 ," Indigenous Rights, Resistance, and Resurgence ",0.5,Social Science,None,1.0 SSC credit,None
 SOC349H5 , Sociology of Food ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC350H5 , Quantitative Analysis ,0.5,"Social Science, Science",None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC300H1 or  SOC252H1
 SOC351H5 , Politics and Violence: Spot the Difference ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,"SOC346H5 Special Topics in Crime and Law: Politics and Violence: Spot the Difference (Fall 2017, Winter 2018)"
 SOC352H5 , Gender and Care ,0.5,Social Science,SOC263H5 or  SOC275H5 or  WGS200Y5,SOC100H5 and 1.0 SOC/WGS credit at the 200 level,None
 SOC353H5 , Borders and Human Rights  ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC354H5 , Global Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC355H5 , Sociology of the Professions ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC356H5 , Population and Society ,0.5,Social Science,None,SOC100H5 and 1.0 SOC credit at the 200 level,SOC312H1 or  SOC325H1
 SOC357H5 , The Legal Profession ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC358H5 , Indigenous People: Legal Orders and Law ,0.5,Social Science,None,1.0 SSC credit,None
 SOC359H5 , Gendered Identities ,0.5,Social Science,SOC263H5 or  SOC275H5 or  WGS200Y5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC361H5 , Sociology of Organizations ,0.5,Social Science,SOC227H5,SOC100H5 and 1.0 SOC credit at the 200 level,None
 SOC362H5 ," Sex, Gender and Work ",0.5,Social Science,SOC227H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOCC09H3
 SOC363H5 , Sexuality and Crime ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC364H5 , New Directions in Social Inequality ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC365H5 , Special Topics in Criminology ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC366H5 , Special Topics in Criminology ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC371H5 , Sociology of Punishment ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,CRI340H1 or  SOC413H1
 SOC373H5 , Economic Sociology ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC323H1
 SOC375H5 , Sociology of International Migration ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC311H1 or  SOC342H1
 SOC378H5 ," Law, Crime and Justice ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC379H5 ," Criminology, Urban Life, and Social Policy ",0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC380H5 ," Gender, Politics and Society ",0.5,Social Science,SOC263H5 or  SOC275H5 or  WGS200Y5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC382H5 , Genocide and Memory ,0.5,Social Science,None,None,None
 SOC384H5 , Media Ethics and Policy: Controversies in Mass Communication ,0.5,Social Science,SOC202H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,None
 SOC387H5 , Qualitative Analysis ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5,SOC302H1 or  SOC204H1 or  SOCC23H3
 SOC388H5 ,  Race and Indigeneity ,0.5,Social Science,None,1.0 SSC credit,None
 SOC391H5 , Independent Research in Sociology ,0.5,Social Science,None,SOC221H5 and  SOC222H5 and  SOC231H5 and 3rd Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of independent studies.
 SOC392H5 , Independent Research in Sociology ,0.5,Social Science,None,SOC221H5 and  SOC222H5 and  SOC231H5 and 3rd Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC393H5 ," Independent Research in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 3rd Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC394H5 ," Independent Research in Criminology, Law and Society ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 3rd Year Standing and permission of instructor,Students may take a maximum of 1.0 credits of SOC independent studies.
 SOC399H5 , Research Opportunity Program ,0.5,Social Science,None,SOC221H5 and  SOC222H5 and 3rd Year Standing and permission of instructor,Students may not take  SOC399H5 and  SOC399Y5 concurrently.
 SOC399Y5 , Research Opportunity Program ,1.0,Social Science,None,SOC221H5 and  SOC222H5 and 3rd Year Standing and permission of instructor,Students may not take  SOC399H5 and  SOC399Y5 concurrently.
 SOC401H5 , Doing Public Sociology ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,SOC456H5 (Winter 2018)
 SOC402H5 , Understanding Human Action ,0.5,Social Science,SOC350H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC403H5 ," Prisons, Punishment & Surveillance Across the Globe ",0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC404H5 , Special Topics in Social Policy ,0.5,Social Science,SOC240H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,None
 SOC405H5 , Surveillance in a Digital World ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,"SOC448H5 Advanced Topics in Criminology, Law and Society: Surveillance in a Digital World (Fall 2019)"
 SOC406H5 , Vigilantism on the Margins of the State ,0.5,Social Science,None,( SOC109H5 or  SOC209H5) and ( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,SOC421H5S Senior Seminar in Criminology: Vigilantism on the Margins of the State (Winter 2020)
 SOC407H5 , Development and Social Change: The Case of China ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,"SOC444H5 Advanced Topics in Sociology: Contemporary Chinese Society (Fall 2017, Fall 2018, Fall 2019)"
 SOC408H5 , The Sociology of Anti-Muslim Racism ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level,"SOC444H5 Advanced Topics in Sociology: The Sociology of Anti-Muslim Racism (Fall 2018, Winter 2020)"
 SOC409H5 , Masculinity and the Internet ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 0.5 SOC credit at the 300 level,None
 SOC410H5 , Senior Seminar in Inequality ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC411H5 , Senior Seminar in Social Institutions ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC412H5 , Senior Seminar in the Sociology of Work ,0.5,Social Science,SOC227H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC413H5 , Senior Seminar in the Sociology of Gender ,0.5,Social Science,SOC275H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC414H5 , Senior Seminar in Political Sociology ,0.5,Social Science,SOC335H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC415H5 , Senior Seminar in Indigenous Studies ,0.5,Social Science,None,"1.0 SSC credit, including 0.5 credit at the 300-level",None
 SOC416H5 , Senior Seminar in the Sociology of Culture ,0.5,Social Science,SOC202H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC417H5 , Senior Seminar in the Sociology of Globalization ,0.5,Social Science,SOC236H5,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300-level and 4th Year Standing and permission of instructor,None
 SOC418H5 , Senior Seminar in the Sociology of Health ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
 SOC419H5 , Senior Seminar in Race and Ethnicity ,0.5,Social Science,None,( SOC205H5 or  SOC231H5) and  SOC221H5 and  SOC222H5 and 1.0 SOC credit at the 300 level and 4th Year Standing and permission of instructor,None
